,gender1,gender2,age,afam,hispanic,other,morekids,work
3142,1,1,30,0,0,0,1,32
3143,1,1,33,0,0,0,0,4
3144,1,1,27,0,0,0,0,52
3145,0,0,33,0,0,0,0,0
3146,0,1,30,0,0,0,0,51
3147,1,1,26,0,0,0,0,0
3148,0,0,24,0,0,0,1,0
3149,0,1,34,0,0,1,0,40
3150,1,0,32,0,0,0,1,0
3151,0,1,33,0,0,0,0,52
3152,0,1,30,0,0,0,0,0
3153,0,0,30,0,0,0,1,0
3154,1,1,32,0,0,0,0,52
3155,0,0,31,0,0,0,0,0
3156,0,1,34,0,0,0,1,20
3157,1,0,27,0,0,0,1,45
3158,0,0,26,0,0,0,0,9
3159,0,0,32,0,0,0,0,0
3160,0,0,31,0,0,0,1,52
3161,1,1,33,1,0,0,0,52
3162,1,1,29,0,0,0,0,52
3163,1,1,22,0,0,0,0,6
3164,1,1,28,0,0,0,0,24
3165,0,0,32,0,0,0,0,32
3166,0,0,35,0,0,0,1,0
3167,1,1,27,0,0,0,0,0
3168,1,0,32,0,1,1,1,0
3169,0,0,34,0,0,0,1,36
3170,0,1,32,0,0,0,1,0
3171,1,0,32,0,0,0,0,0
3172,1,0,34,0,0,0,1,52
3173,1,1,33,0,0,0,0,0
3174,0,0,35,1,0,0,0,48
3175,1,1,27,0,0,0,0,0
3176,1,0,32,0,0,0,0,0
3177,1,0,29,0,0,0,0,52
3178,0,1,34,1,0,0,0,0
3179,1,1,33,1,0,0,1,0
3180,0,1,33,0,0,0,1,0
3181,1,0,29,0,0,0,0,0
3182,1,1,32,0,0,0,0,52
3183,1,0,33,0,0,0,1,52
3184,1,0,29,0,0,0,0,0
3185,0,0,34,0,0,0,0,52
3186,0,1,31,0,0,0,0,0
3187,1,0,35,0,0,0,1,36
3188,0,0,32,0,0,0,0,0
3189,1,1,28,0,0,0,1,52
3190,1,1,32,0,0,0,0,52
3191,0,0,32,0,0,0,0,0
3192,1,1,33,0,0,0,0,48
3193,0,0,33,0,0,0,1,52
3194,1,1,30,0,0,0,0,52
3195,0,0,30,0,0,0,0,30
3196,1,0,34,0,1,1,1,52
3197,0,1,32,0,0,0,0,0
3198,1,0,30,0,0,0,0,0
3199,1,1,30,0,0,0,1,0
3200,1,0,34,0,0,0,0,0
3201,1,1,24,0,0,0,0,16
3202,0,1,25,0,0,0,0,0
3203,1,0,33,1,0,0,0,0
3204,0,0,29,0,1,0,0,0
3205,1,1,33,0,0,0,0,0
3206,0,0,29,1,0,0,1,0
3207,1,1,29,0,0,0,1,52
3208,1,0,34,0,0,1,0,52
3209,0,1,25,0,1,1,0,52
3210,1,1,28,0,0,0,0,20
3211,1,0,35,0,0,0,0,10
3212,0,1,34,0,0,0,0,42
3213,1,0,33,1,0,0,0,26
3214,1,1,34,0,0,0,1,0
3215,0,0,32,0,0,0,1,0
3216,0,1,29,0,0,0,0,8
3217,0,0,30,0,0,0,1,17
3218,0,0,23,1,0,0,1,0
3219,1,0,35,0,0,0,1,0
3220,1,1,29,0,0,0,0,4
3221,1,0,27,0,0,0,1,0
3222,0,0,30,0,0,0,1,0
3223,0,1,32,0,0,0,0,20
3224,1,1,32,0,0,0,1,0
3225,0,1,34,0,0,0,0,0
3226,1,1,25,0,0,0,1,0
3227,1,1,26,0,0,0,0,28
3228,0,0,35,0,0,0,1,52
3229,1,1,33,0,0,0,0,0
3230,0,0,26,0,0,0,0,0
3231,1,0,33,0,0,0,1,52
3232,1,1,32,0,0,0,0,52
3233,1,0,30,1,0,0,0,52
3234,1,0,28,0,0,0,0,0
3235,0,0,34,0,0,0,1,52
3236,0,1,33,1,0,0,0,52
3237,0,0,35,1,0,0,1,20
3238,0,1,34,0,1,0,1,12
3239,1,1,32,0,0,0,0,52
3240,0,0,27,0,0,0,1,8
3241,0,1,28,0,0,0,0,14
3242,1,0,33,0,0,0,0,52
3243,1,0,26,0,0,0,0,0
3244,1,0,28,0,0,0,1,52
3245,1,1,35,0,0,0,1,0
3246,0,0,33,0,0,0,0,4
3247,0,0,31,1,0,0,0,25
3248,0,1,29,0,1,1,0,24
3249,1,0,22,0,1,0,0,6
3250,1,1,31,0,0,0,1,0
3251,1,1,30,0,0,0,0,0
3252,1,0,27,0,0,0,1,0
3253,0,1,35,0,0,0,0,52
3254,1,1,32,0,0,0,1,16
3255,1,1,35,0,0,0,1,0
3256,0,0,30,0,0,0,1,0
3257,0,0,21,0,0,0,0,52
3258,1,0,28,0,0,0,0,0
3259,1,1,31,0,0,0,0,25
3260,0,0,28,0,0,0,1,0
3261,1,1,22,0,0,0,0,12
3262,0,0,27,0,0,0,0,0
3263,0,0,32,1,0,0,1,0
3264,1,1,34,0,0,0,1,0
3265,0,0,34,0,0,0,1,32
3266,1,0,33,0,0,0,0,52
3267,0,1,35,0,0,0,0,49
3268,0,1,32,0,0,0,1,20
3269,1,1,33,0,0,0,1,32
3270,0,1,32,0,0,0,1,12
3271,0,1,35,1,0,0,1,52
3272,0,1,33,0,1,1,1,51
3273,1,1,27,0,0,0,0,52
3274,1,0,29,0,0,0,0,52
3275,1,1,33,0,0,0,0,0
3276,1,0,34,0,1,1,0,52
3277,0,1,23,0,0,1,0,52
3278,1,1,33,0,0,0,1,15
3279,1,1,27,0,1,0,1,20
3280,1,0,26,0,0,0,0,11
3281,0,1,32,0,0,0,0,36
3282,0,0,31,0,1,1,1,0
3283,0,1,34,0,0,0,1,0
3284,1,1,35,0,0,0,1,45
3285,0,1,32,0,0,0,1,0
3286,0,1,29,0,0,0,0,0
3287,0,1,34,0,0,0,1,52
3288,0,1,26,0,0,0,0,0
3289,0,1,33,0,0,0,1,0
3290,1,1,33,0,0,0,1,0
3291,1,1,33,0,1,1,1,0
3292,1,0,22,0,0,0,0,52
3293,0,1,27,0,0,0,0,50
3294,0,1,28,0,0,0,1,5
3295,0,1,32,0,0,0,0,32
3296,0,1,28,0,0,0,0,16
3297,1,1,25,0,1,0,0,20
3298,1,0,30,0,0,0,1,0
3299,1,0,35,0,0,0,0,20
3300,1,0,32,0,0,0,0,52
3301,0,1,26,0,0,0,0,0
3302,1,0,33,0,0,0,1,25
3303,1,0,34,0,0,0,0,0
3304,0,0,27,0,0,0,0,0
3305,1,0,30,0,0,0,0,24
3306,1,1,28,0,0,0,0,16
3307,0,1,33,0,0,0,0,0
3308,1,0,28,0,0,0,0,4
3309,0,0,28,0,0,0,1,0
3310,0,0,30,0,0,0,1,0
3311,1,0,33,0,0,0,1,0
3312,1,0,33,0,0,0,0,52
3313,1,0,35,0,0,0,0,0
3314,1,1,29,0,0,0,1,20
3315,1,1,26,0,0,0,0,0
3316,1,0,34,0,0,0,0,51
3317,1,1,31,0,0,0,0,2
3318,0,1,35,0,0,0,0,0
3319,1,0,24,0,0,0,0,0
3320,1,0,26,0,0,0,1,0
3321,1,1,30,0,0,0,1,0
3322,0,0,29,1,0,0,0,43
3323,1,1,31,0,0,0,1,13
3324,0,0,30,0,0,0,1,0
3325,1,1,34,0,0,0,0,0
3326,0,0,25,0,0,0,0,22
3327,1,1,32,0,0,0,0,52
3328,0,0,31,0,0,0,0,0
3329,1,0,29,1,0,0,0,50
3330,0,0,27,0,0,0,0,52
3331,1,0,33,0,0,0,0,16
3332,1,0,29,0,0,0,0,48
3333,0,1,35,0,0,0,0,52
3334,0,0,33,0,0,0,1,20
3335,1,0,25,0,0,0,0,0
3336,1,0,29,0,0,0,1,0
3337,1,1,33,0,0,0,1,6
3338,0,0,28,0,0,0,0,35
3339,0,1,35,0,0,0,1,0
3340,1,0,30,0,0,1,0,0
3341,1,0,28,0,0,0,0,52
3342,0,1,22,0,0,0,0,0
3343,1,0,33,0,0,0,0,0
3344,1,1,26,0,0,0,0,0
3345,0,0,31,0,0,0,0,36
3346,1,0,26,0,0,0,0,0
3347,1,1,33,0,0,0,0,52
3348,1,1,28,0,0,1,1,0
3349,1,0,24,0,0,0,0,0
3350,1,0,26,0,1,0,1,8
3351,0,0,24,0,1,1,0,0
3352,0,0,29,0,0,0,0,0
3353,0,1,31,0,0,0,0,12
3354,0,1,30,0,0,0,0,46
3355,1,0,30,0,0,0,0,50
3356,0,0,30,0,0,0,0,52
3357,0,1,30,0,0,0,0,26
3358,0,0,30,0,0,0,1,40
3359,0,0,33,0,0,0,1,49
3360,1,1,35,0,0,0,1,52
3361,0,1,27,0,0,0,1,16
3362,1,0,25,0,0,0,0,0
3363,0,1,33,0,0,0,0,52
3364,0,0,32,0,0,0,0,50
3365,0,1,29,0,0,0,1,0
3366,1,1,34,0,0,0,1,10
3367,0,1,35,0,0,0,1,36
3368,0,1,25,0,0,0,0,20
3369,1,1,31,0,0,0,1,52
3370,0,0,34,0,0,0,1,50
3371,0,1,25,1,0,0,0,39
3372,0,0,32,0,0,0,1,16
3373,1,1,30,0,0,0,1,0
3374,1,1,27,0,0,0,1,0
3375,1,0,25,0,0,0,1,0
3376,0,0,29,0,0,0,1,0
3377,1,1,35,0,0,0,0,52
3378,0,1,32,0,0,0,0,0
3379,0,1,33,0,0,0,0,0
3380,0,0,35,0,1,0,1,0
3381,1,0,25,0,0,0,0,16
3382,0,1,30,0,0,0,0,52
3383,1,1,21,1,0,0,0,17
3384,0,0,31,0,0,0,0,40
3385,1,1,30,0,0,0,0,20
3386,1,0,27,0,0,0,0,2
3387,1,0,32,0,0,0,0,0
3388,0,1,32,0,0,0,0,12
3389,0,0,21,0,0,0,0,0
3390,1,1,32,0,0,0,1,0
3391,0,0,32,0,1,0,1,50
3392,1,1,32,0,0,0,0,15
3393,0,0,30,0,0,0,1,0
3394,1,1,29,0,0,0,0,36
3395,1,1,27,0,0,0,1,0
3396,1,0,28,0,0,0,1,0
3397,1,0,29,0,0,0,0,0
3398,1,0,35,0,0,0,0,0
3399,1,0,32,0,0,0,1,0
3400,1,1,34,0,0,0,1,52
3401,0,1,30,0,0,0,0,0
3402,0,0,29,0,0,0,0,0
3403,1,0,34,0,0,0,1,8
3404,1,0,31,0,0,0,0,52
3405,1,1,33,0,0,0,0,37
3406,1,1,30,0,0,0,0,52
3407,0,0,31,0,0,0,0,52
3408,0,1,34,0,0,0,0,0
3409,1,1,30,0,0,0,1,18
3410,0,1,32,0,0,0,0,50
3411,1,1,24,0,0,0,1,0
3412,1,0,32,0,0,0,1,0
3413,1,0,27,0,0,0,0,20
3414,1,0,27,0,0,0,0,0
3415,0,1,31,0,0,0,0,0
3416,1,1,30,0,0,0,0,16
3417,1,0,33,0,0,0,0,30
3418,0,0,32,0,0,1,1,48
3419,1,0,34,0,0,0,0,0
3420,0,0,33,0,0,0,0,0
3421,1,1,31,0,0,0,0,52
3422,0,0,30,0,0,0,0,51
3423,0,0,34,0,0,0,1,52
3424,0,1,32,0,0,0,0,52
3425,1,1,23,0,1,0,1,0
3426,1,1,24,0,0,0,0,22
3427,1,0,28,0,0,0,0,0
3428,0,0,35,0,0,1,1,0
3429,1,1,31,0,0,0,0,52
3430,0,0,29,0,0,0,0,52
3431,0,1,31,0,0,0,0,52
3432,0,0,30,0,0,0,0,52
3433,0,1,34,0,0,0,1,0
3434,1,0,31,0,0,0,0,52
3435,1,1,33,0,0,0,1,0
3436,0,0,31,0,0,0,1,0
3437,1,1,35,0,0,0,0,0
3438,1,1,34,0,0,0,0,0
3439,0,0,34,0,1,1,1,52
3440,1,1,28,0,0,0,0,31
3441,1,1,26,0,0,0,0,0
3442,0,0,32,1,0,0,1,25
3443,0,0,32,0,0,0,0,52
3444,0,0,28,0,0,0,0,0
3445,1,0,27,1,0,0,1,47
3446,1,0,32,0,0,0,0,12
3447,0,1,31,0,0,0,0,0
3448,1,0,31,0,1,1,1,0
3449,1,1,32,0,0,0,1,0
3450,0,0,25,0,0,0,0,0
3451,1,1,30,0,0,0,0,39
3452,0,0,33,0,0,0,0,1
3453,0,0,35,0,0,0,0,0
3454,0,0,27,0,0,0,1,0
3455,1,0,29,0,0,0,0,52
3456,0,1,28,0,0,0,0,52
3457,0,1,32,0,0,0,0,0
3458,0,1,25,0,1,0,0,10
3459,1,1,30,0,0,0,1,0
3460,0,0,31,0,0,0,1,0
3461,0,1,23,0,0,0,0,35
3462,0,0,34,0,0,1,1,44
3463,0,0,30,0,0,0,1,0
3464,0,1,35,0,0,0,0,0
3465,0,1,30,0,0,0,0,52
3466,1,1,34,0,0,0,1,52
3467,1,0,28,0,0,0,1,0
3468,0,1,34,0,0,0,1,44
3469,1,1,34,0,0,0,0,50
3470,1,1,33,0,0,0,0,0
3471,1,0,32,0,0,0,0,0
3472,0,0,27,0,0,0,0,0
3473,0,0,31,0,0,0,0,32
3474,0,0,35,1,0,0,0,52
3475,0,0,28,0,0,0,1,52
3476,1,0,34,0,0,0,0,52
3477,1,1,31,0,0,0,0,52
3478,0,0,33,0,0,0,0,52
3479,1,0,34,0,0,0,0,20
3480,1,0,33,0,0,0,0,52
3481,1,1,32,0,0,0,1,0
3482,0,1,24,0,0,0,0,0
3483,0,1,34,0,0,0,0,0
3484,0,1,31,0,0,0,0,0
3485,0,0,27,0,0,0,0,50
3486,0,1,35,0,0,0,1,0
3487,0,1,33,0,0,0,0,0
3488,0,0,31,0,1,1,1,16
3489,0,1,35,0,0,0,0,0
3490,1,1,27,0,0,0,0,0
3491,1,1,35,0,0,0,0,52
3492,1,1,34,0,0,0,1,0
3493,1,0,26,1,0,0,0,52
3494,0,1,32,0,0,0,0,52
3495,0,0,34,0,0,0,1,0
3496,0,0,28,0,0,0,0,36
3497,1,0,34,0,0,0,1,52
3498,1,0,35,0,0,0,0,52
3499,0,1,27,0,0,0,0,0
3500,0,0,35,0,0,0,0,52
3501,0,0,29,0,0,0,0,52
3502,0,0,30,0,0,0,1,0
3503,1,0,23,0,0,0,0,0
3504,1,1,30,1,0,0,1,32
3505,0,0,35,0,0,0,0,0
3506,1,0,30,0,0,0,0,1
3507,0,1,22,0,0,0,1,0
3508,0,1,24,0,0,0,0,52
3509,0,0,29,0,0,0,1,4
3510,0,1,28,0,0,0,1,0
3511,1,0,35,0,1,1,1,36
3512,0,0,33,0,0,0,1,0
3513,1,1,34,0,0,0,0,0
3514,0,1,27,0,0,0,0,0
3515,0,0,32,0,0,0,1,0
3516,1,0,33,0,0,0,1,52
3517,0,1,30,0,0,0,1,28
3518,1,1,35,0,0,0,0,15
3519,0,1,33,0,0,1,0,12
3520,1,0,33,0,0,0,0,0
3521,0,1,21,0,0,0,0,0
3522,1,1,26,0,0,0,0,0
3523,0,1,34,0,1,1,1,0
3524,1,1,35,0,0,0,1,0
3525,1,0,33,0,0,0,0,36
3526,1,1,29,0,0,0,1,52
3527,1,0,32,0,0,0,0,52
3528,1,0,21,0,0,0,0,0
3529,0,1,23,0,0,0,0,0
3530,0,1,33,1,0,0,0,33
3531,1,0,32,0,0,0,1,52
3532,1,0,34,0,0,1,1,20
3533,0,0,31,0,0,0,0,4
3534,1,1,35,0,0,0,1,0
3535,0,0,32,0,1,0,1,50
3536,0,1,33,1,0,0,1,28
3537,1,1,27,0,1,1,1,36
3538,0,0,27,0,0,0,0,0
3539,1,1,35,0,0,0,0,0
3540,1,1,34,0,0,0,0,52
3541,1,1,33,0,0,0,1,0
3542,0,1,25,0,0,0,0,0
3543,0,1,35,0,0,0,0,0
3544,0,0,32,0,0,0,1,52
3545,1,1,33,0,1,1,1,52
3546,0,1,33,0,0,0,1,12
3547,1,1,28,0,0,0,1,0
3548,0,1,28,0,1,0,0,0
3549,0,1,32,0,0,1,1,0
3550,1,1,27,0,0,0,1,16
3551,0,0,31,0,0,0,0,0
3552,1,1,35,0,0,0,1,0
3553,0,1,32,1,0,0,1,52
3554,1,1,27,0,0,0,0,0
3555,1,0,35,0,0,0,0,52
3556,1,1,35,0,0,0,0,46
3557,0,1,31,0,0,0,0,52
3558,1,1,33,1,0,0,0,52
3559,1,0,35,0,0,1,1,40
3560,1,0,29,0,0,0,0,20
3561,0,0,30,0,0,0,1,20
3562,1,1,33,0,0,0,1,52
3563,0,0,32,0,0,0,0,0
3564,0,1,35,0,0,0,1,17
3565,0,0,24,0,0,0,0,0
3566,0,1,26,0,0,0,0,44
3567,0,0,33,0,0,0,1,0
3568,0,1,28,0,0,0,0,0
3569,0,0,29,0,0,0,0,52
3570,1,0,26,0,0,0,0,0
3571,0,0,25,0,0,0,0,0
3572,1,1,29,0,0,0,0,52
3573,1,0,35,0,0,0,1,8
3574,0,1,25,1,0,0,1,0
3575,1,1,31,0,0,0,0,40
3576,1,1,35,0,0,0,1,52
3577,0,0,26,0,1,1,1,0
3578,1,0,35,0,0,0,1,48
3579,0,1,29,0,0,0,0,52
3580,0,1,25,0,0,0,1,25
3581,0,0,33,0,0,0,0,16
3582,0,1,31,0,0,0,0,0
3583,1,1,22,0,1,0,0,0
3584,1,0,35,0,0,0,1,0
3585,0,1,28,0,1,1,0,24
3586,1,1,31,0,0,0,1,30
3587,1,0,25,0,0,0,0,20
3588,0,1,32,0,0,0,0,0
3589,1,0,32,0,0,0,0,6
3590,0,1,28,0,0,0,0,0
3591,0,0,22,0,0,0,0,0
3592,0,0,25,0,0,0,0,12
3593,1,1,29,0,0,0,1,28
3594,0,1,33,0,0,0,0,52
3595,0,1,30,0,0,0,0,52
3596,1,0,30,0,0,0,1,0
3597,0,1,32,0,0,0,0,0
3598,1,0,35,0,0,0,0,27
3599,0,0,32,0,0,0,0,0
3600,1,1,28,0,0,0,0,0
3601,0,1,31,0,0,0,1,0
3602,0,0,35,1,0,0,1,30
3603,0,1,24,0,0,0,0,0
3604,0,0,23,1,0,0,0,0
3605,0,1,34,0,0,0,1,52
3606,1,1,33,0,0,0,0,22
3607,0,0,25,0,1,1,1,0
3608,1,0,31,0,1,1,1,31
3609,0,0,35,0,0,0,1,0
3610,1,0,24,0,0,0,0,50
3611,1,0,31,0,0,0,0,52
3612,0,0,35,0,0,0,1,15
3613,1,0,31,0,0,0,1,0
3614,0,1,35,0,0,1,1,50
3615,0,0,33,0,0,0,0,52
3616,1,0,25,0,0,0,1,0
3617,1,0,29,0,0,0,0,38
3618,1,1,26,0,0,0,0,52
3619,1,1,32,0,0,0,1,52
3620,1,1,34,0,0,0,1,52
3621,1,0,29,0,0,0,0,20
3622,1,0,32,0,0,0,0,0
3623,1,0,28,0,0,0,0,4
3624,1,1,27,0,0,0,0,0
3625,1,1,32,0,0,0,0,0
3626,0,0,23,0,0,0,0,0
3627,0,0,30,0,0,0,0,0
3628,0,0,35,0,0,0,1,52
3629,0,1,26,0,0,0,0,52
3630,1,1,28,0,0,0,0,0
3631,0,0,31,0,0,0,0,0
3632,0,1,33,0,0,0,1,0
3633,0,1,31,0,0,0,0,0
3634,0,0,28,0,0,0,0,0
3635,0,0,33,0,0,0,0,0
3636,1,0,32,1,0,0,0,52
3637,0,1,25,0,0,0,0,0
3638,0,1,26,0,0,0,0,0
3639,1,1,28,0,0,0,1,0
3640,0,1,33,0,0,1,0,52
3641,0,0,25,0,0,1,0,0
3642,1,0,32,0,0,0,0,0
3643,1,1,32,0,0,0,1,0
3644,1,1,25,0,0,0,0,0
3645,1,1,27,0,0,0,1,0
3646,1,0,29,0,1,0,1,30
3647,0,1,27,0,1,0,0,0
3648,0,1,32,0,0,0,0,0
3649,0,1,32,0,0,0,0,0
3650,0,0,31,0,0,0,1,0
3651,0,1,31,0,0,0,0,0
3652,0,0,33,0,0,0,0,52
3653,0,1,29,0,0,0,1,50
3654,1,0,29,0,0,0,0,0
3655,0,1,34,0,0,0,0,20
3656,0,0,31,0,0,0,0,6
3657,1,1,32,0,1,0,1,0
3658,0,1,23,0,0,0,1,35
3659,1,1,31,0,0,0,0,0
3660,1,0,28,0,0,0,0,0
3661,0,1,33,0,0,0,1,0
3662,0,0,23,0,0,0,0,16
3663,1,1,29,0,0,0,0,45
3664,1,1,32,1,0,0,0,50
3665,0,1,25,0,0,0,0,0
3666,0,1,24,1,0,0,0,52
3667,0,1,26,0,0,0,0,14
3668,0,1,35,0,0,0,1,0
3669,1,1,29,0,0,0,0,0
3670,0,0,28,0,0,0,0,0
3671,0,0,35,0,0,0,1,18
3672,0,0,34,1,0,0,0,44
3673,1,0,32,0,1,0,1,52
3674,1,0,33,0,0,0,0,4
3675,1,0,33,0,0,0,0,37
3676,1,1,26,0,0,0,0,0
3677,0,1,33,0,0,1,0,2
3678,0,1,29,0,0,0,0,0
3679,0,1,27,0,0,0,1,36
3680,1,1,25,0,0,0,0,1
3681,0,0,33,0,0,1,0,40
3682,1,0,24,0,0,0,0,20
3683,1,1,26,0,0,0,0,20
3684,0,1,30,1,0,0,0,52
3685,0,0,34,0,0,0,0,52
3686,1,1,35,0,0,0,1,0
3687,1,0,34,0,1,0,1,52
3688,1,1,35,0,0,1,0,0
3689,0,0,26,1,0,0,1,0
3690,1,0,33,0,0,0,0,52
3691,0,1,31,0,0,1,0,0
3692,0,0,35,0,0,0,0,52
3693,0,1,25,0,1,1,0,52
3694,0,0,29,0,0,0,1,0
3695,0,0,33,1,0,0,0,0
3696,1,0,35,0,0,0,0,0
3697,1,1,33,0,0,0,1,0
3698,1,1,33,0,0,0,1,0
3699,1,1,33,0,0,0,0,50
3700,1,1,31,0,0,0,0,48
3701,0,0,26,0,0,0,0,0
3702,0,0,30,0,0,0,1,0
3703,0,0,25,0,0,0,0,49
3704,0,0,32,0,0,0,1,0
3705,1,0,35,1,0,0,0,21
3706,1,0,34,0,0,0,0,0
3707,1,1,31,0,0,0,0,0
3708,0,1,25,0,0,0,0,0
3709,0,0,32,0,0,0,0,12
3710,1,0,34,0,0,0,0,30
3711,0,1,33,0,0,0,0,52
3712,1,0,24,0,0,0,0,8
3713,1,1,33,0,0,0,1,52
3714,0,0,23,0,0,0,1,28
3715,1,1,32,1,0,0,0,32
3716,1,0,27,0,0,0,0,0
3717,0,0,30,1,0,0,0,24
3718,0,1,32,0,0,0,1,0
3719,1,1,34,0,0,0,1,52
3720,0,0,25,0,0,0,0,52
3721,0,1,35,0,0,0,0,50
3722,1,1,32,0,0,0,1,0
3723,1,0,34,0,0,0,1,36
3724,0,1,28,0,0,0,0,52
3725,1,1,33,0,0,0,1,0
3726,1,0,27,0,0,0,0,0
3727,1,1,32,0,0,0,0,52
3728,1,0,33,0,0,0,0,12
3729,1,1,31,0,0,0,0,0
3730,0,1,30,0,0,0,1,0
3731,0,1,34,0,0,0,1,45
3732,1,1,33,0,0,0,0,40
3733,0,1,31,0,0,0,1,0
3734,1,1,25,0,0,0,1,10
3735,0,0,25,0,0,0,0,0
3736,1,1,30,0,0,0,0,0
3737,0,0,24,0,0,0,1,8
3738,1,1,35,0,0,0,0,35
3739,0,0,22,0,0,0,0,36
3740,0,0,33,0,0,0,1,0
3741,1,1,35,0,0,0,1,0
3742,1,1,35,0,0,0,0,0
3743,1,0,32,0,0,0,0,0
3744,1,1,29,0,0,0,1,0
3745,1,1,22,1,0,0,0,20
3746,1,0,31,0,0,0,0,50
3747,0,1,35,0,0,0,0,0
3748,1,0,24,0,0,0,0,0
3749,0,1,33,0,0,0,0,6
3750,1,1,35,0,0,0,1,5
3751,1,1,30,0,0,0,0,52
3752,1,1,28,0,0,0,1,13
3753,0,1,31,0,0,0,0,52
3754,0,1,27,0,0,0,1,0
3755,0,1,25,0,0,0,1,0
3756,0,1,28,0,0,0,1,1
3757,0,1,28,0,0,0,1,0
3758,0,0,34,0,0,0,0,0
3759,1,0,30,0,0,0,0,0
3760,1,0,33,0,0,0,1,0
3761,0,1,29,0,0,0,0,52
3762,0,0,28,0,0,0,0,16
3763,1,0,24,1,0,0,0,45
3764,1,1,35,0,1,0,0,0
3765,1,0,25,0,0,0,0,24
3766,1,1,23,0,0,0,0,0
3767,1,1,28,0,0,0,0,30
3768,0,1,33,0,1,1,1,0
3769,0,1,33,0,0,0,0,52
3770,0,1,35,0,0,0,0,42
3771,0,1,24,0,0,0,0,50
3772,1,0,33,0,0,0,0,4
3773,1,1,25,0,0,0,0,0
3774,0,1,30,0,0,0,1,52
3775,1,0,35,1,0,0,1,0
3776,0,1,31,0,1,0,1,4
3777,1,0,26,0,0,0,0,52
3778,1,0,23,1,0,0,0,0
3779,0,1,30,0,0,1,0,40
3780,0,1,29,0,0,0,1,12
3781,0,0,27,0,0,0,1,0
3782,1,1,33,0,0,0,0,2
3783,0,0,31,0,0,0,0,40
3784,0,1,27,0,0,0,0,0
3785,1,1,24,0,0,0,0,12
3786,1,1,31,0,0,0,0,45
3787,0,1,28,0,0,0,0,52
3788,0,0,31,0,0,0,1,0
3789,0,1,32,0,0,0,1,0
3790,1,1,33,0,0,0,1,6
3791,0,1,35,0,0,0,1,0
3792,0,0,29,0,0,0,0,0
3793,1,1,30,0,0,0,0,0
3794,0,0,33,0,0,0,0,0
3795,0,0,34,0,0,0,0,5
3796,1,0,34,0,0,0,1,0
3797,1,1,31,0,0,0,1,52
3798,1,1,30,0,0,0,0,0
3799,1,1,31,0,0,0,0,52
3800,0,1,30,0,0,1,1,0
3801,1,0,32,0,1,0,1,0
3802,1,1,28,0,0,0,0,0
3803,0,0,31,0,0,0,0,4
3804,0,1,30,0,0,0,0,3
3805,0,1,35,0,0,0,1,0
3806,0,1,33,0,0,0,1,0
3807,1,1,33,0,0,0,1,52
3808,1,1,29,0,0,0,1,0
3809,1,1,27,0,0,0,0,0
3810,1,0,29,0,0,0,0,0
3811,0,1,24,0,0,0,0,52
3812,1,1,27,0,1,1,1,0
3813,0,0,30,0,0,0,0,0
3814,0,0,35,0,0,0,0,0
3815,1,1,28,0,0,0,0,44
3816,1,1,30,0,0,0,0,20
3817,0,0,32,0,0,0,1,0
3818,0,0,33,0,0,0,0,0
3819,1,1,31,0,0,0,0,0
3820,1,0,32,1,0,0,1,49
3821,0,0,32,0,0,0,1,0
3822,1,0,35,0,1,0,0,0
3823,1,1,33,0,0,0,0,26
3824,1,1,30,0,0,0,1,28
3825,0,1,30,0,0,0,0,36
3826,1,0,33,0,0,0,0,32
3827,0,1,26,0,0,0,0,0
3828,1,1,33,0,0,0,0,41
3829,0,0,34,0,0,0,1,48
3830,1,1,30,0,0,0,0,0
3831,1,0,27,1,0,0,0,52
3832,0,0,31,0,0,0,0,50
3833,1,0,24,0,0,0,0,4
3834,1,0,35,0,0,0,0,0
3835,0,0,35,0,0,0,1,52
3836,1,1,33,0,0,0,0,0
3837,0,0,35,0,0,0,1,0
3838,1,1,29,0,0,0,0,0
3839,0,1,34,0,0,0,0,0
3840,1,1,25,0,0,0,1,12
3841,0,0,30,0,1,0,1,10
3842,0,0,29,0,0,0,0,52
3843,1,1,32,0,0,0,0,26
3844,1,1,29,0,0,0,1,0
3845,1,1,24,0,0,0,1,0
3846,0,0,29,0,0,0,1,8
3847,0,0,30,0,0,0,0,0
3848,1,0,34,0,0,0,0,44
3849,1,1,34,0,0,0,0,20
3850,1,1,31,0,0,0,0,0
3851,0,1,30,0,0,0,1,0
3852,0,1,35,0,0,0,1,0
3853,1,0,35,0,0,0,1,4
3854,0,1,29,1,0,0,0,52
3855,0,0,29,0,0,0,0,0
3856,0,0,29,0,0,1,0,52
3857,0,1,30,0,0,0,0,0
3858,0,1,30,0,0,0,0,8
3859,1,1,29,0,1,1,1,0
3860,0,0,22,0,0,0,1,25
3861,0,0,32,0,1,0,0,20
3862,1,0,27,0,1,0,0,2
3863,0,1,28,0,0,0,0,0
3864,1,1,28,0,0,0,0,52
3865,1,0,32,0,0,0,0,0
3866,1,1,22,1,0,0,1,36
3867,1,0,23,0,0,0,1,6
3868,0,1,28,0,0,1,1,36
3869,0,0,32,0,0,0,1,0
3870,1,0,33,0,0,0,0,0
3871,0,1,28,0,0,0,0,0
3872,1,0,34,0,0,0,0,12
3873,0,0,33,0,0,0,1,8
3874,1,1,35,0,0,0,0,52
3875,0,1,34,0,0,0,0,52
3876,0,0,33,1,0,0,1,32
